"CountryName","SE.XPD.TOTL.GD.ZS","SE.PRM.ENRR.FE","SE.PRM.NENR.FE","SE.PRM.CMPT.ZS","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.MA.IN","SP.PRM.TOTL.IN","SE.COM.DURS","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GDP.MKTP.CD","NY.GNP.PCAP.PP.CD","NY.GNP.PCAP.CD","UIS.XGDP.1.FSGOV","UIS.X.PPP.1.FSGOV","UIS.X.US.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.US.2T3.FSGOV","UIS.XGDP.56.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.5T8.FSGOV","SE.PRM.ENRR.MA","SE.PRM.ENRR","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","HD.HCI.OVRL.MA","HD.HCI.OVRL.FE","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.HLOS","HD.HCI.OVRL","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.EYRS","HD.HCI.MORT","HD.HCI.MORT.MA","HD.HCI.MORT.FE","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.AMRT","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.US.5T8.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","IT.NET.USER.P2","SL.TLF.ADVN.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.FE.ZS","SE.PRM.NENR.MA","SE.SEC.NENR","SE.PRM.NENR","SE.SEC.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.PRIV.ZS","SE.TER.PRIV.ZS","IT.CMP.PCMP.P2","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.POP.TOTL","SE.PRM.ENRL.TC.ZS","UIS.PTRHC.56","SE.SEC.ENRL.TC.ZS"
"Israel",5.8493,105.38438,NA,105.55797,463.034548920455,467.386362246446,458.193635285558,470.415177979245,493.20375716413,445.065390331601,462.196632753733,471.331584289934,452.03500399507,106.37435,104.78502,445370,470315,807267,392695,414572,915685,15,41715.0292840432,39919.1696489174,370587977153.583,39940,40920,2.27598,7296.55339,7268.9794,1.80052,5772.26714,5750.45349,0.8866,2842.35477,2831.61339,104.44357,104.90112,105.08456,105.99444,104.22316,63.35469,74.47486,52.81753,NA,NA,506,501,503,0.763,NA,NA,13.76,0.9964,0.9962,0.9967,0.9619,0.9349,0.9485,21.53058,8076.84977,8046.32701,18.65667,6972.30032,6998.74889,18.18129,6794.64367,6820.41832,81.58118359,82.2867965698242,84.8933029174805,80.2359008789063,NA,98.63822,97.01884,98.03686,22.97829,11.98762,83.33157,NA,2225738,1082673,1143065,4533000,4485000,9018000,12.07069,NA,NA
"Italy",3.82926,100.28256,95.36984,98.81698,486.58985801291,478.548682990105,494.090670231885,476.284679692667,489.082704137511,464.346675873277,468.011727891513,466.33148160285,469.579062498351,98.74485,98.88486,1363323,1444371,4585680,2217841,2367839,2807694,12,34483.2039992043,41830.4263276444,2083864259622.65,42290,33730,0.91694,21705.83011,17139.40036,1.74464,39029.26899,31966.54303,0.73203,17328.67453,13683.10215,103.38533,101.87936,101.27041,100.90071,101.6142,61.933,71.51538,53.02467,0.764,0.774,511,516,514,0.769,13.58,13.58,13.58,0.9966,0.9964,0.9969,0.9667,0.9341,0.9504,19.52238,7622.54519,6018.92916,22.90489,6910.52252,8437.34156,24.32675,7500.16288,9498.42222,74.38718292,74.6545028686523,76.223503112793,73.4178009033203,95.92537,94.66346,95.65574,94.0774,6.02327,6.8076,12.07294,NA,6833585,3308692,3524893,30981000,29359000,60340000,11.48066,20.12302,9.98461
"Jamaica",5.40731,88.88196,81.26045,85.61918,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.17264,86.05066,134617,138937,237966,116564,121402,273554,6,5354.2368587703,9326.66405867008,15713908816.1463,8900,4970,1.84738,484.05605,273.06291,2.04125,534.85592,301.71984,1.05957,277.63172,156.61601,93.04456,90.99539,82.28867,83.60949,81.02319,27.13061,34.69339,19.88181,0.5,0.558,404,372,387,0.544,11.88,11.53,11.7,0.9848,0.983,0.9867,0.9018,0.8381,0.8699,21.53726,1932.0604,1089.90279,29.56085,1495.94014,2651.83899,36.00396,1734.64409,3050.81045,55.07206705,NA,NA,NA,80.78449,73.96802,81.0188,71.72318,9.17632,2.0258,39.54009,NA,273460,134619,138841,1485000,1464000,2948000,24.79434,NA,16.69828
"Japan",3.18618,NA,NA,NA,526.973250496982,522.034617536026,532.156109627177,503.856041309186,513.82050431233,493.39881388175,529.135433770821,527.777848948894,530.560154122581,NA,NA,NA,NA,NA,NA,NA,NA,9,39289.9584346358,42797.4585169914,4971323079771.87,44380,41310,1.11898,57470.88632,49117.23777,1.33757,68697.59693,58712.09613,0.63079,32397.43211,27688.32148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,565,563,0.844,NA,NA,13.64,0.9974,0.9973,0.9976,0.9627,0.9277,0.9448,NA,8798.72216,7519.78882,NA,8303.66661,9715.91852,NA,7115.16276,8325.27904,84.58806583,78.3300018310547,85.2600021362305,71.2200012207031,NA,NA,NA,NA,1.18381,20.42335,78.81415,NA,NA,NA,NA,64520000,61578000,126097000,15.66096,6.87891,11.11967
"Jordan",3.58851,80.70693,80.17565,72.70051,399.761909259239,402.783273076372,396.631269400915,419.063660710194,444.155644400536,393.064155513261,429.252073733676,443.659661272959,414.323395645659,72.23632,73.15523,691709,710752,1277394,632660,644734,1402461,10,4241.78878213854,9478.90458750285,42231295774.6479,9430,4200,1.51576,1410.69394,641.02895,1.23653,1150.81283,522.9372,0.81631,759.72508,345.22426,82.1924,81.4589,63.11653,64.15522,62.0969,34.41532,37.37089,31.51004,0.537,0.589,428,391,409,0.562,11.81,11.44,11.62,0.983,0.9821,0.9839,0.9098,0.8748,0.8919,13.30793,1244.01793,565.29023,15.58689,662.095,1457.0534,25.32656,1075.81353,2367.51184,66.79031443,NA,NA,NA,81.53623,62.59678,80.8644,61.68659,34.44146,21.57841,27.4765,NA,2243641,1109151,1134490,4988000,5113000,10102000,18.53699,12.50293,12.26127
"Kazakhstan",2.75095,105.33019,NA,106.37735,423.146133028156,422.482002862951,423.773931872769,386.909274699556,400.728598911844,373.845938281003,397.104835281035,400.901187476459,393.516162989227,106.95963,105.82817,679770,720469,1702828,829494,873334,1400239,9,9812.60113654067,27879.7519462896,179339994859.384,24450,8070,0.0181,92.0462,30.86128,2.04184,9197.53321,2802.99787,0.25808,1312.72934,440.13229,103.46663,104.37133,113.22753,113.79299,112.69045,61.74976,68.44193,55.38415,0.714,0.78,542,533,537,0.746,13.46,13.23,13.34,0.99,0.9889,0.9911,0.8851,0.7084,0.7965,0.23507,65.42172,21.93461,21.20877,1636.22335,5368.97257,7.46282,696.35896,2076.94565,78.90391906,NA,NA,NA,NA,99.83989,86.85584,92.59102,1.06052,4.67053,53.56407,NA,2685826,1305786,1380040,9509000,8960000,18469000,17.21457,15.07117,7.67993
"Kenya",5.32024,103.39774,81.68963,99.67874,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.08462,99.27903,4115704,4179372,7506670,3727862,3778808,8295076,12,1710.51009699405,3467.55647830821,87908262519.9164,3440,1620,1.91555,2564.7923,1177.06501,2.2015,2947.67194,1352.78069,0.68917,922.75845,423.48329,103.01617,103.20534,NA,NA,NA,11.46471,9.73054,13.20053,NA,NA,NA,NA,455,0.518,NA,NA,10.7,0.9544,0.9505,0.9585,0.8256,0.7478,0.787,10.95105,313.97764,144.09436,NA,NA,NA,76.42309,1005.57848,2191.12787,17.82710021,69.1355972290039,69.6975021362305,68.3040008544922,78.2704,NA,79.96782,NA,15.99135,NA,18.98969,NA,15568848,7727920,7840928,26452000,26122000,52574000,30.65055,26.99626,NA
"Kiribati",NA,104.85785,NA,100.86957,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.17741,98.62896,8256,8763,15328,7540,7788,17019,9,1625.28610001512,2293.92033296962,188284518.828452,4410,3140,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.87843,101.30461,NA,NA,NA,NA,NA,NA,NA,NA,394,372,383,0.479,NA,NA,11.57,0.9454,0.9408,0.9502,0.8474,0.764,0.8067,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.58181818,82.6585006713867,82.915397644043,82.4142990112305,NA,NA,94.69278,NA,0,NA,NA,NA,23643,11571,12072,60000,58000,118000,25.48855,NA,NA
"Korea, Dem. People’s Rep.",NA,112.75841,NA,101.50647,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.88144,101.14711,653851,683079,2232458,1093127,1139331,1336930,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.79925,112.77928,92.77569,93.30619,92.26872,27.02157,18.18409,35.45005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3898381,1907724,1990657,13113000,12553000,25666000,20.30024,9.02855,17.47049
"Korea, Rep.",4.59437,97.96419,97.15902,91.35512,525.933001858893,523.814004561439,527.856147498456,514.052287958269,526.406274343338,502.840138194686,519.007254581204,516.888381655968,520.930287343848,91.13162,91.56334,1324104,1405907,2937860,1409956,1527904,2730011,9,31362.75147294,40111.7757574615,1619423701169.63,40090,30600,1.4564,27721.3065,20605.23199,1.77705,33824.51813,25141.74587,0.93942,17881.07011,13290.98965,98.20545,98.0886,100.33825,100.00129,100.64857,94.34969,82.8425,104.751,0.813,0.852,567,560,563,0.845,13.61,13.55,13.58,0.9967,0.9965,0.997,0.9635,0.9167,0.9396,27.84732,10343.28479,7688.15794,28.17817,7779.49897,10466.1707,15.02377,4147.79845,5580.25224,95.8982922,72.2370986938477,80.3093032836914,62.6640014648438,97.34545,98.00711,97.25516,98.19101,1.5925,31.26802,80.2565,NA,4149976,2003851,2146125,25854000,25928000,51782000,16.28669,14.28244,13.26544
"Kosovo",NA,NA,NA,NA,365.884946677861,363.776532478772,367.993933192901,353.065432540458,365.67739009142,340.450051551884,364.882407737958,367.676927099935,362.087129821043,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302.27648252378,11348.3634485683,7938990793.20113,11540,4220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546,0.575,381,369,375,0.56,12.74,12.95,12.85,0.985,0.983,0.988,0.934,0.878,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.44303197,57.0800018310547,62.6100006103516,49.4500007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857000,NA,NA,NA
"Kuwait",NA,97.21543,86.86493,91.81941,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.54345,86.93635,144203,169773,342532,155702,186830,313976,9,33994.4065667831,72897.562345371,140645364238.411,84250,34290,1.02984,2847.13904,1793.57353,1.38829,3838.14599,2417.86472,NA,NA,NA,88.13593,92.36027,97.82772,100.95561,94.92168,54.36414,76.13706,35.82565,0.539,0.599,398,369,383,0.576,12.79,12.11,12.44,0.9919,0.9913,0.9925,0.9442,0.9082,0.9225,14.37769,11272.00365,7100.87111,17.29438,8541.36762,13558.66421,NA,NA,NA,99.59999254,NA,NA,NA,78.9513,86.52941,82.63321,84.50138,41.84836,34.97601,26.04525,NA,500921,232171,268750,1644000,2563000,4207000,8.88073,NA,7.58836
"Kyrgyz Republic",6.02619,107.20635,88.83152,104.51629,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.4391,104.5905,254283,265492,724083,355076,369007,519775,10,1281.36366078545,3884.70880922506,8092836608.78875,3780,1220,NA,NA,NA,NA,NA,NA,0.18269,42.27632,14.07211,107.90987,107.56541,95.05481,95.04675,95.06257,41.26702,46.73536,36.00659,0.558,0.603,426,414,420,0.58,12.62,12.5,12.56,0.98,0.9778,0.9824,0.8932,0.7545,0.8236,NA,NA,NA,NA,NA,NA,4.89776,60.86791,182.86318,38,75.7399978637695,85.6399993896484,67.8899993896484,90.38889,84.38733,89.85774,84.64377,2.07992,2.85204,13.19105,NA,1143590,560152,583438,3236000,3168000,6404000,24.98946,11.0836,10.64648
"Lao PDR",2.93781,100.35734,90.64573,97.89004,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.11763,98.63583,378024,392281,1012875,498892,513983,770305,9,2542.4865281792,7439.5993595197,17953786416.1431,7090,2450,1.19401,451.08531,158.42651,1.1339,428.37741,150.45122,0.40578,153.29978,53.8407,104.29185,102.36099,67.36178,65.0222,69.63483,14.96676,15.51763,14.42553,0.44,0.462,374,363,368,0.452,10.76,10.93,10.84,0.9366,0.9311,0.9423,0.8344,0.79,0.8125,9.10321,517.95722,181.91271,12.53244,250.44024,713.07458,20.34415,406.54434,1157.54734,25.51043508,75.2154998779297,77.5998001098633,72.1955032348633,92.25867,60.0122,91.46712,60.65005,6.20188,2.81433,22.36364,NA,1349693,663168,686525,3570000,3599000,7169000,22.33717,11.29744,18.15412
"Late-demographic dividend",NA,103.18709,96.12652,96.85427,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.40242,96.36575,76929874,86436528,179611094,85334560,94276534,163366402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.82136,102.99358,89.19515,89.90353,88.55396,50.55029,56.27236,45.32936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.43446,82.59895,96.50654,80.75856,10.17609,12.63258,NA,NA,284236944,134708646,149528298,NA,NA,NA,17.16688,NA,13.50771
"Latin America & Caribbean",5.32586002349854,108.162,93.8643,98.59721,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.65151,98.5478,28911549,30100543,66301413,32568709,33732704,59012092,NA,9044.21587884566,16590.2222494058,5800575821179.99,16083.1077455924,8718.56479437343,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.31534,109.26037,95.94882,97.93028,94.03574,51.76061,58.61857,45.06093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2182251081363,80.2041546396097,86.0578828949743,75.5040581589618,93.57476,77.50429,93.71661,75.98675,20.1933,19.09821,NA,NA,128699648,63127061,65572587,328748000,318283000,647291000,21.30215,NA,16.4962
"Latin America & Caribbean (excluding high income)",5.32586002349854,108.63993,93.96438,98.83801,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.90272,98.77848,27572663,28709279,63645010,31268410,32376600,56281942,NA,8546.01902176315,16017.9960913673,5204644664482.81,15615.2777256028,8324.91032740868,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.77394,109.72849,95.91637,97.90873,93.99221,50.63109,57.38926,44.0259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5334296402516,80.0779544264293,85.9636735396813,75.3805868337041,93.66115,77.29944,93.80971,75.79267,19.02545,18.03317,NA,NA,123088281,60378270,62710011,312249000,302391000,614714000,21.57,NA,16.60104
"Latin America & the Caribbean (IDA & IBRD countries)",NA,108.39023,93.90213,98.87007,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.90531,98.83883,28389786,29550573,65168074,32020433,33147641,57940359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.52086,109.47689,95.95598,97.94394,94.03561,51.75045,58.50024,45.1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.60831,77.43196,93.75228,75.93138,20.38355,19.29153,NA,NA,126854595,62232029,64622566,NA,NA,NA,21.69085,NA,16.65098
"Latvia",4.71957,99.46599,96.82776,99.31181,496.126330696125,492.794753924564,499.563002249915,478.698674145046,494.844375425937,462.043655782067,487.250588357622,491.382334003439,482.988506556091,99.007,99.59776,59561,62584,107485,52408,55077,122145,11,17860.6171980214,30304.852496882,34409229177.9105,29780,16510,1.51112,765.14419,418.51169,1.57656,798.27888,436.6354,0.75707,383.3387,209.67516,99.27409,99.36784,110.72325,110.16252,111.25818,88.05743,105.05897,72.0232,0.678,0.773,539,522,530,0.724,13.32,13.24,13.28,0.9958,0.9955,0.9962,0.918,0.7729,0.8461,24.3364,6288.50531,3439.6301,26.00067,3674.85234,6718.55049,16.4552,2325.7252,4252.00817,83.57717486,85.5378036499023,87.4763031005859,84.4738998413086,95.80282,93.79965,96.30354,92.71269,2.11348,3.43388,92.07733,NA,215508,104761,110747,1034000,882000,1916000,11.53684,11.80775,8.2712
"Least developed countries: UN classification",3.28279995918274,101.08343,78.44513,71.65654,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.28325,72.02108,74189713,75835541,138820306,68715677,70104629,150025254,NA,1054.4514989109,2995.44775813073,1064640218766.34,3018.75054922702,1079.66763158568,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.88346,103.50978,46.40859,44.48205,48.29697,10.46668,8.66765,12.25071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2496988217964,NA,NA,NA,83.05122,38.05158,80.77344,40.25338,13.27542,34.89187,NA,NA,154435664,76310891,78124773,519430000,513948000,1033389000,37.15033,NA,24.74825
"Lebanon",2.43467,NA,NA,NA,393.450054210452,393.305183980399,393.618815618127,353.355316430011,366.325683529881,338.245949867655,383.71699371009,385.84851110667,381.233958539923,NA,NA,NA,NA,NA,NA,NA,NA,10,8269.78767551923,13081.1074629124,56639155555.5556,13010,7920,NA,NA,NA,0.41613,327.5667,195.02488,0.69976,550.83523,327.95327,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.537,405,405,405,0.538,10.36,10.73,10.54,0.9922,0.9918,0.9926,0.9514,0.9328,0.9409,NA,NA,NA,6.3953,506.75424,851.15201,19.47978,1543.54923,2592.56839,78.18077489,NA,NA,NA,NA,NA,NA,NA,71.8373,59.0971,59.09608,NA,NA,NA,NA,3406000,3449000,6856000,12.48274,4.98637,7.67398
"Lending category not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho",6.51166,117.76331,93.38934,85.62885,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.52547,77.69144,152541,151601,217958,109149,108809,304142,7,1299.15312598733,3219.45715691253,2738786277.79392,3680,1390,3.64379,238.60319,93.94652,1.9577,128.19432,50.47464,0.48237,31.58664,12.43678,124.05408,120.8975,62.01393,71.25648,52.79545,10.19626,12.39755,8.01804,NA,NA,NA,NA,393,0.371,9.12,8.37,8.74,0.9141,0.9073,0.9213,0.5408,0.4514,0.5015,20.7122,648.49983,255.33732,29.99591,369.78571,939.1732,44.69406,550.98251,1399.37265,29,NA,NA,NA,93.23133,41.35206,93.31062,32.73142,8.66576,1.43811,18.19698,NA,303665,152346,151319,1077000,1048000,2125000,32.94806,19.6773,25.34293
"Liberia",2.58412,84.7126,44.40058,60.5954,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.04248,63.0616,379089,393829,674538,331770,342768,772918,6,677.322178545364,1308.62953596446,3.264e+09,1130,610,1.09535,66.61843,35.9872,1.38106,83.99517,45.37409,0.56092,26.01419,13.45086,85.49155,85.10919,37.9035,32.90857,42.77182,11.92253,9.15192,14.65242,0.314,0.325,328,335,332,0.319,4.44,4.37,4.41,0.9253,0.9198,0.931,0.7902,0.7505,0.7706,14.49935,189.83556,103.00103,17.73005,127.86608,235.61698,51.35162,306.5163,592.80788,7.984479722,92.6893997192383,92.1804962158203,93.9589996337891,44.11589,15.69147,44.25563,16.74498,48.32709,58.36831,38.84192,NA,760307,373062,387245,2456000,2481000,4937000,22.32254,21.63856,18.39079
"Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373386,392951,681192,332105,349087,766337,9,7241.70448113024,20764.1641363784,48364208571.4286,21340,6400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.75892062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094895,533548,561347,3355000,3423000,6777000,NA,NA,NA
"Liechtenstein",2.55604,102.86659,90.11815,90.43928,534.96508297892,522.986513552722,545.508993332156,515.521654089438,528.535734125908,504.066255005285,524.694992275752,515.704487491677,532.608714950039,84.77157,96.31579,895,1084,2805,1351,1454,1979,9,165028.245029187,NA,6214633651.30911,NA,NA,0.98715,NA,56.66195,1.21229,NA,69.58505,NA,NA,NA,106.34921,104.69974,117.09433,105.06512,129.09747,35.62193,27.35507,43.63477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78872,NA,28134.0392,13.34068,21099.16602,NA,NA,NA,NA,98.1,NA,NA,NA,91.24473,85.94145,92.1204,97.47292,3.6409,3.24074,100,NA,3424,1642,1782,NA,NA,38000,7.80156,7.13393,9.55752
"Lithuania",4.00847,103.86016,NA,102.00116,481.191188294563,482.453799078649,479.982688248683,475.873479608212,495.628341621994,456.965236505188,482.067012570461,485.181083083905,479.086399379285,101.90603,102.09313,54528,57327,215260,104995,110265,111855,10,19153.4089860651,35461.3590993235,53429066429.1251,34320,17430,0.75736,658.20446,325.46523,1.54835,1345.62447,665.3768,0.82257,714.87279,353.48626,103.88867,103.87475,108.40176,106.04087,110.63639,72.41746,84.00104,61.4016,0.666,0.761,520,507,514,0.712,13.63,13.55,13.59,0.9957,0.9954,0.9961,0.9126,0.7529,0.833,19.30844,5850.44091,2892.89303,17.68793,2650.09922,5359.42696,16.756,2510.47266,5077.05324,79.72258277,82.9925994873047,85.5688018798828,81.3599014282227,NA,98.42562,98.17529,98.49294,3.16471,3.19815,8.58076,NA,266666,130175,136491,1493000,1285000,2778000,13.51703,10.3608,7.80821
"Low & middle income",4.36409997940063,104.37589,87.26031,88.60169,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.25747,88.92262,311537401,333628312,701800898,338251586,363549312,645165713,NA,4971.24220833193,11793.5373793215,31736202504807.9,11666.2363178451,4843.82510396929,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.93768,104.14928,71.89608,71.43701,72.3232,32.99005,34.73256,31.35744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0069475714749,NA,NA,NA,89.86512,63.29202,88.60731,63.38137,18.09149,27.52594,NA,NA,1002577980,483452500,519125480,3194523000,3262859000,6459453000,25.44687,NA,18.11664
"Low income",3.99302005767822,99.40416,78.33798,67.34856,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.44633,69.20985,55575765,56739661,98174848,48641667,49533181,112315426,NA,833.875876051462,2287.80688750076,588230486530.751,2361.03962261375,840.563490248674,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.99088,102.73165,41.23453,37.70653,44.69902,8.88348,6.78566,10.96911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4386660807803,NA,NA,NA,83.41102,33.57867,80.80115,36.1417,12.23229,16.40948,NA,NA,118467399,58523820,59943579,364369000,359688000,724057000,39.82732,NA,22.09153
"Lower middle income",3.84467005729675,107.23091,85.53799,90.76579,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.88954,90.65152,156732785,167595333,381643101,183334154,198308947,324328118,NA,2217.09392828766,7655.13787487705,6702064695979.28,7607.91470946705,2242.03271100769,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.82061,105.46865,68.37509,68.24519,68.49518,24.80924,25.39428,24.2657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7160738082777,66.5820445229833,81.8489841635028,53.4692701830213,88.21263,59.91367,86.9201,60.08144,25.08168,41.09559,NA,NA,522592941,252012412,270580529,1501891000,1562258000,3064148000,28.87235,NA,22.34035
"Luxembourg",3.95519,101.99621,95.07074,80.28714,483.421485222719,479.624474319127,487.11445061088,469.985389363179,484.813844757237,455.56326261123,476.769406208825,479.093175327296,474.509312903202,81.84524,78.80315,18359,19046,46748,22734,24014,37405,12,116639.88804711,113337.420494703,70885325883.0941,72200,70870,1.24978,731.67378,714.92984,1.61016,942.65539,921.08325,0.51817,303.36088,296.41863,102.5641,102.28595,103.65505,104.78001,102.59039,19.15177,20.1493,18.21811,0.678,0.707,500,499,500,0.692,12.57,12.24,12.4,0.9974,0.9972,0.9977,0.9552,0.9249,0.9395,19.6895,20236.95299,19773.84162,19.40807,19491.21272,19947.7048,42.75533,42938.47895,43944.11548,97.06129871,79.6592025756836,81.3759994506836,77.8891983032227,94.76454,83.58238,95.03083,82.02628,11.91926,18.49993,4.0238,NA,75492,36880,38612,304000,311000,615000,8.30333,9.15,8.82794
"Macao SAR, China",2.70008,100.06885,96.39243,101.08057,557.670230369385,555.767268195547,559.522914619665,525.116168948225,536.269313989414,514.257699745327,543.585733723951,544.522014710147,542.67419009959,102.82376,99.45529,15532,16567,25755,12457,13298,32099,10,87208.535912643,123892.166434539,55084050789.7182,113800,79110,NA,NA,NA,NA,NA,NA,1.00231,723.95036,506.76386,100.72805,100.40937,101.03664,100.90295,101.16185,90.6571,104.46099,77.42853,0.732,0.787,550,541,545,0.759,12.87,12.37,12.61,0.9907,0.9901,0.9913,0.9752,0.9409,0.9592,NA,NA,NA,NA,NA,NA,19.0542,15473.70578,22105.35463,83.79408961,90.7900009155273,93.3600006103516,88.3099975585938,96.39843,86.42111,96.39553,84.55769,97.75929,95.98617,54.63774,NA,48161,23293,24868,333000,308000,640000,13.49843,14.37169,9.75724
