"CountryName","SE.XPD.TOTL.GD.ZS","SE.PRM.ENRR.FE","SE.PRM.NENR.FE","SE.PRM.CMPT.ZS","LO.PISA.MAT","LO.PISA.MAT.FE","LO.PISA.MAT.MA","LO.PISA.REA","LO.PISA.REA.FE","LO.PISA.REA.MA","LO.PISA.SCI","LO.PISA.SCI.FE","LO.PISA.SCI.MA","SE.PRM.CMPT.FE.ZS","SE.PRM.CMPT.MA.ZS","SP.PRM.TOTL.FE.IN","SP.PRM.TOTL.MA.IN","SP.SEC.TOTL.IN","SP.SEC.TOTL.FE.IN","SP.SEC.TOTL.MA.IN","SP.PRM.TOTL.IN","SE.COM.DURS","NY.GDP.PCAP.CD","NY.GDP.PCAP.PP.CD","NY.GDP.MKTP.CD","NY.GNP.PCAP.PP.CD","NY.GNP.PCAP.CD","UIS.XGDP.1.FSGOV","UIS.X.PPP.1.FSGOV","UIS.X.US.1.FSGOV","UIS.XGDP.23.FSGOV","UIS.X.PPP.2T3.FSGOV","UIS.X.US.2T3.FSGOV","UIS.XGDP.56.FSGOV","UIS.X.PPP.5T8.FSGOV","UIS.X.US.5T8.FSGOV","SE.PRM.ENRR.MA","SE.PRM.ENRR","SE.SEC.ENRR","SE.SEC.ENRR.FE","SE.SEC.ENRR.MA","SE.TER.ENRR","SE.TER.ENRR.FE","SE.TER.ENRR.MA","HD.HCI.OVRL.MA","HD.HCI.OVRL.FE","HD.HCI.HLOS.FE","HD.HCI.HLOS.MA","HD.HCI.HLOS","HD.HCI.OVRL","HD.HCI.EYRS.FE","HD.HCI.EYRS.MA","HD.HCI.EYRS","HD.HCI.MORT","HD.HCI.MORT.MA","HD.HCI.MORT.FE","HD.HCI.AMRT.FE","HD.HCI.AMRT.MA","HD.HCI.AMRT","UIS.XUNIT.GDPCAP.1.FSGOV","UIS.XUNIT.PPP.1.FSGOV.FFNTR","UIS.XUNIT.US.1.FSGOV.FFNTR","UIS.XUNIT.GDPCAP.23.FSGOV","UIS.XUNIT.US.23.FSGOV.FFNTR","UIS.XUNIT.PPP.2T3.FSGOV.FFNTR","UIS.XUNIT.GDPCAP.5T8.FSGOV","UIS.XUNIT.US.5T8.FSGOV.FFNTR","UIS.XUNIT.PPP.5T8.FSGOV.FFNTR","IT.NET.USER.P2","SL.TLF.ADVN.ZS","SL.TLF.ADVN.MA.ZS","SL.TLF.ADVN.FE.ZS","SE.PRM.NENR.MA","SE.SEC.NENR","SE.PRM.NENR","SE.SEC.NENR.MA","SE.PRM.PRIV.ZS","SE.SEC.PRIV.ZS","SE.TER.PRIV.ZS","IT.CMP.PCMP.P2","UIS.SAP.CE","UIS.SAP.CE.F","UIS.SAP.CE.M","SP.POP.TOTL.FE.IN","SP.POP.TOTL.MA.IN","SP.POP.TOTL","SE.PRM.ENRL.TC.ZS","UIS.PTRHC.56","SE.SEC.ENRL.TC.ZS"
"Croatia",4.55695,96.53224,87.35711,95.54716,464.204272711969,459.922041827557,468.543509831661,478.989152395076,495.322008247776,462.438869073219,472.362619572977,474.323529971297,470.375604996123,94.53117,96.51207,83174,87745,325706,158503,167203,170919,8,14909.6931860854,27579.7808327382,60971699315.1776,27180,14000,NA,NA,NA,NA,NA,NA,0.99594,924.27218,579.21548,96.41286,96.47103,99.40242,101.82353,97.10566,67.86556,78.83716,57.38623,0.699,0.747,503,506,505,0.723,13.49,13.15,13.31,0.9954,0.995,0.9958,0.9453,0.8721,0.9085,NA,NA,NA,NA,NA,NA,25.74607,3518.43593,5614.47781,72.68877088,71.9412002563477,69.7274017333984,73.7524032592773,87.917,92.39267,88.0407,90.81997,0.53389,2.31493,8.18477,NA,328526,159957,168569,2109000,1961000,4071000,13.50611,9.76418,6.73221
"Cuba",12.83731,99.58639,97.5384,84.13141,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.53137,83.75354,354612,375035,769386,373795,395591,729647,9,8821.81889125004,NA,1.00023e+11,NA,7480,3.72731,NA,2397.707,3.73666,NA,2403.719,NA,NA,NA,104.09579,101.90455,101.13724,101.94916,100.3693,41.37902,51.00784,32.2829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.06773,NA,2811.75476,51.85674,2971.57512,NA,NA,NA,NA,57.14840432,86.2300033569336,88.6600036621094,84.1699981689453,97.93044,84.18162,97.73994,81.79969,NA,NA,NA,NA,1108588,538600,569988,5706000,5628000,11333000,9.16029,4.79499,9.63133
"Curacao",4.93095,157.67288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6107,6346,13215,6458,6757,12453,14,NA,NA,NA,NA,NA,1.35431,58.56995,42.62849,1.67302,72.35332,52.66034,0.25888,11.19587,8.1486,164.18929,160.99636,87.21238,90.79198,83.78954,21.42857,29.58909,12.99603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.00974,2814.23916,2048.26502,22.93856,4693.85286,6449.17742,18.13375,3710.65726,5098.30362,NA,NA,NA,NA,NA,NA,NA,NA,75.8793,69.44469,NA,NA,29759,14559,15200,83936,69564,153500,NA,NA,NA
"Cyprus",6.29136,99.36173,97.89554,101.26973,450.682994426841,454.959967576333,446.567178166789,424.358247216819,448.359714083486,401.261158658604,439.008249797907,449.78688767896,428.635752356038,101.15687,101.38009,27978,29218,54827,27008,27819,57196,10,28689.6985789646,38513.2845672751,24961988663.2026,39880,28570,2.06015,590.90341,421.37735,2.57623,738.93067,526.93663,1.30744,375.00669,267.41989,99.25435,99.30669,100.33255,99.53045,101.10786,75.94081,82.35413,69.58511,0.743,0.759,500,504,502,0.751,13.57,13.48,13.52,0.9973,0.9971,0.9975,0.9666,0.9341,0.9503,31.88086,10738.23159,7657.50803,39.29112,9437.38918,13234.18406,26.51745,6369.26342,8931.70799,84.43358252,81.7942962646484,84.6757965087891,79.5792999267578,97.11105,95.337,97.49342,95.27911,8.93094,18.13917,67.7971,NA,93821,45975,47846,599000,599000,1199000,12.03922,13.91423,8.31131
"Czech Republic",5.58738,100.95971,89.48699,97.84404,499.467650906247,497.671594615076,501.186537674311,490.218815026372,507.180001316265,473.986384657852,496.791310656231,497.624142903842,495.994261957105,97.5019,98.16877,282300,297802,797127,388367,408760,580102,9,23078.5734865691,39743.5970941416,245225882903.37,37530,20240,0.73974,2753.74513,1443.16511,1.62077,6033.43531,3161.96414,0.70379,2619.90691,1373.02404,100.39711,100.67099,103.49158,103.87002,103.13243,64.07869,75.2737,53.38812,0.764,0.8,524,521,522,0.782,13.95,13.92,13.94,0.9967,0.9963,0.9971,0.9464,0.887,0.9159,13.8679,4885.732,2560.48313,22.30415,4118.10062,7857.86702,20.34101,3755.63893,7166.24337,80.68816754,76.9632034301758,81.8335037231445,72.4366989135742,86.8173,90.51857,89.3503,89.59659,2.42977,9.55121,10.73332,NA,988944,481512,507432,5398000,5231000,10629000,18.93175,26.02222,11.54847
"Denmark",7.63485,100.93354,98.50205,103.7764,509.398374502504,507.454310588684,511.338929589824,501.129933774048,515.81434232822,486.472028999666,492.637033350974,493.708844724927,491.567156481399,102.89711,104.62076,223675,236966,406488,198902,207586,460641,10,61350.3479093986,55671.1652650668,355675329085.952,56410,60140,2.0772,5615.29439,7332.3664,3.05412,8256.21388,10780.83908,2.34259,6332.73809,8269.19352,101.585,101.26809,129.07748,129.79619,128.39516,80.61602,93.57748,68.35646,0.76,0.789,532,529,531,0.774,13.52,13.37,13.45,0.9957,0.9954,0.9961,0.9476,0.9153,0.9313,25.05246,12000.49237,15670.06125,31.13589,19475.18477,14914.54325,43.12666,26975.28771,20658.29413,97.64426813,76.2565994262695,78.6975021362305,74.3440017700195,98.24892,90.92146,98.53748,89.6541,16.59432,15.20091,1.00199,NA,664754,323825,340929,2925000,2893000,5818000,10.73738,8.46297,11.29034
"Djibouti",5.55942,75.11438,66.478,66.38029,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.90913,63.55628,42402,48849,126031,56642,69389,91251,10,3082.54309871957,2744.26865451208,2955912228.22417,NA,3190,2.48075,NA,43.76716,0.04801,NA,0.84698,0.74086,NA,8.36147,75.4386,75.28794,51.97055,52.93422,51.18391,5.34532,4.56802,6.02587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.32327,NA,708.72256,NA,13.82064,NA,193.01456,2592.70421,NA,55.68140925,NA,NA,NA,66.48243,37.8168,66.48037,38.26583,17.86582,11.61697,NA,NA,180780,82496,98284,462000,512000,974000,29.37453,19.20408,26.83286
"Dominica",3.38688,113.15034,NA,113.9267,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.59829,112.32033,3008,3113,4812,2361,2451,6121,12,7691.34509727878,11129.8611927628,550892592.592593,10270,7090,1.55216,12.23856,8.1262,1.46891,11.58215,7.69036,0.30016,2.36673,1.57147,116.24615,114.72662,94.25424,93.79074,94.70687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.64306,1624.22805,1078.46052,18.77678,1382.90888,2082.74607,NA,NA,NA,69.61966879,NA,NA,NA,NA,87.73568,95.42178,84.38385,38.1128,31.1275,NA,NA,11217,5510,5707,NA,NA,72000,13.07679,NA,10.69423
"Dominican Republic",NA,102.47112,92.68957,93.12752,325.100546639571,326.668420551636,323.522565271697,341.625620743964,357.114971288062,326.036416554157,335.629946557719,340.393085114848,330.836101952032,92.58232,93.65538,568077,590465,1152781,569371,583410,1158542,15,8050.63160184635,17748.1853186175,85555390387.0355,16950,7760,1.86797,3533.27229,1518.62945,1.31358,2484.65125,1067.92351,NA,NA,NA,108.80854,105.69865,79.93869,82.98589,76.96618,59.91559,77.01242,42.98214,0.476,0.51,356,344,350,0.492,11.48,11.11,11.29,0.9701,0.9673,0.9731,0.8832,0.7991,0.8407,16.17775,2879.44566,1237.6094,15.06167,1152.22843,2680.79668,NA,NA,NA,74.82428986,83.5178985595703,90.0600967407227,79.7890014648438,92.73669,70.60614,92.71356,66.76219,23.25308,17.89948,56.96027,NA,2898651,1426535,1472116,5373000,5366000,10739000,18.92322,27.42709,18.64652
"Early-demographic dividend",NA,109.89406,89.59618,92.59526,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.28889,91.94857,162182049,173024926,400011636,192407896,207603740,335206975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.39718,108.08906,74.49043,75.01063,74.00831,31.10887,32.31282,29.98422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.97356,64.08017,90.30715,63.86612,24.33268,36.89642,NA,NA,550235184,265746076,284489108,NA,NA,NA,27.85282,NA,21.40841
"East Asia & Pacific",4.71484994888306,102.8362,95.58924,97.65145,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.0512,97.29437,85591069,95553151,183538738,87109815,96428923,181144220,NA,11142.5912256168,19329.7758996229,25942413437360,19320.3642148275,10982.3125162637,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.0467,102.94724,84.83718,85.58041,84.16578,45.7962,49.73466,42.19037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0732656812636,NA,NA,NA,96.19371,78.90534,95.90788,76.79316,10.21537,18.89287,NA,NA,275072894,130050556,145022338,1154107000,1185761000,2340080000,17.53589,NA,14.75977
"East Asia & Pacific (excluding high income)",4.53144001960754,102.82246,95.51255,97.60904,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.00462,97.25623,79415165,89011813,170802998,80930940,89872058,168426978,NA,7822.8548040433,16113.5406974031,16284459791798.2,16026.2146621857,7600.54858640789,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.06944,102.95299,83.66709,84.52948,82.8905,43.79356,48.06043,39.89428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1687446618058,NA,NA,NA,96.18164,78.46543,95.86588,76.26289,10.44946,18.19112,NA,NA,256246629,120910508,135336121,1028981000,1064150000,2093269000,17.66661,NA,14.98305
"East Asia & Pacific (IDA & IBRD countries)",NA,102.74002,95.55226,97.5613,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.95529,97.21023,78762012,88329512,168571927,79838489,88733438,167091524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.99431,102.87445,83.54673,84.41218,82.76804,44.0198,48.47257,39.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.22649,78.31161,95.90841,76.08895,10.54124,18.45875,NA,NA,252351111,119004158,133346953,NA,NA,NA,17.64651,NA,14.95966
"Ecuador",4.9987,104.12743,NA,104.43368,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.92084,103.9668,920405,961438,1866814,914640,952174,1881843,15,6344.87197850057,11734.3873890471,108398058000,11420,6110,1.12532,2082.56083,1124.61457,0.6184,1144.43889,618.01443,2.17512,4031.27193,2159.68417,102.44504,103.26795,101.43565,102.84412,100.08294,44.89223,48.39747,41.50698,0.587,0.619,421,419,420,0.602,13.32,13.04,13.18,0.9855,0.9839,0.9872,0.9165,0.8431,0.8792,9.51098,1067.32966,576.37428,5.2853,320.29406,593.12041,52.67572,3226.12011,6021.88396,57.27224368,78.3181991577148,82.7403030395508,74.5914993286133,NA,84.67039,90.94167,83.3652,24.20077,25.97767,45.09536,NA,4724994,2312443,2412551,8683000,8690000,17374000,24.26216,16.59034,20.62112
"Egypt, Arab Rep.",NA,106.49911,98.77074,100.68521,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.63324,99.79187,6045103,6420916,10520481,5107104,5413377,12466019,12,2549.13225178609,12412.3094005832,250894760351.232,12100,2800,1.2677,13522.70891,4220.53919,1.30571,13928.15745,4347.08273,NA,NA,NA,106.08322,106.28493,87.91114,87.30088,88.4872,35.16452,35.77688,34.57846,0.468,0.505,368,344,356,0.486,11.23,11.03,11.13,0.9779,0.9766,0.9793,0.8932,0.8156,0.8533,9.84518,1111.93905,347.04454,13.79696,486.34569,1558.26326,NA,NA,NA,46.92433809,75.9862976074219,84.8470001220703,64.3674011230469,98.31666,82.77635,97.03257,82.44713,9.22012,7.79,19.90411,NA,22288865,10816391,11472474,49665000,50723000,100388000,23.67945,23.87107,15.16281
"El Salvador",3.60075,93.26777,81.41932,86.6077,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.81395,87.37196,339050,354430,710660,351644,359016,693480,15,4058.25243928118,8331.80414200319,2.6057e+10,7860,3820,1.66229,887.68186,433.14115,1.22503,654.179,319.20427,0.33024,176.35067,86.04967,96.32096,94.82711,71.66179,71.42326,71.89581,29.37193,31.1478,27.54276,0.49,0.512,354,370,362,0.501,11.4,11.22,11.31,0.9855,0.9841,0.9871,0.9003,0.746,0.828,15.31342,1273.6156,621.45612,14.25236,578.39573,1185.36741,11.11467,451.06056,924.40601,33.8207289,85.4868011474609,87.8358993530273,83.466796875,80.58923,61.83092,80.99537,61.12096,13.28756,16.60046,68.88237,NA,1733151,848176,884975,3430000,3023000,6454000,26.89473,17.99216,27.55579
"Equatorial Guinea",NA,61.58919,44.00494,40.77592,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.79885,39.78307,87241,90110,143588,70112,73476,177351,6,10261.7600116887,22743.8244342202,13432377049.5402,17460,6840,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.95559,61.77515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.23999996,NA,NA,NA,42.97704,NA,43.48324,NA,58.66632,NA,NA,NA,170565,84027,86538,602000,754000,1356000,23.22706,NA,NA
"Eritrea",NA,63.07898,48.97839,60.27051,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1772,64.19847,247733,258664,571911,280466,291445,506397,8,811.376028602108,2102.95405980347,2607739837.39837,2080,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.56525,68.43383,47.69711,45.39512,49.91707,3.36256,2.78561,3.92878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30890698,NA,NA,NA,53.82856,41.57501,51.45515,42.8463,10.64265,7.47098,NA,NA,774448,379133,395315,1607407,1606565,3213972,38.74092,14.09229,35.02165
"Estonia",5.17316,97.25396,94.22231,97.23144,523.41458013492,519.187026867487,527.638014708259,523.017018425265,538.352885141767,507.696092678086,530.108004621743,532.590130898262,527.62829655694,97.42516,97.04802,44385,47129,74420,36254,38166,91514,9,23266.3462718751,35973.7764604798,30732144528.9795,34970,21140,1.2916,525.09764,309.78221,1.30369,530.01011,312.68033,1.40286,570.32983,336.46701,97.20776,97.23017,117.52009,118.86666,116.23887,69.63503,84.82447,55.41608,0.714,0.783,545,539,542,0.747,13.17,13.03,13.1,0.9973,0.997,0.9975,0.9372,0.8274,0.8819,19.09834,5900.91727,3481.25578,19.13909,3488.68376,5913.50811,35.91988,6547.49676,11098.36195,89.35700777,81.5042037963867,87.5276031494141,78.0047988891602,93.17159,94.36474,93.68129,93.28745,5.22443,3.5646,85.66556,NA,128121,62192,65929,695000,623000,1317000,11.31153,11.3498,9.18187
"Eswatini",7.12767,110.34846,82.37601,95.81927,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.14265,94.50386,102522,103672,134493,66796,67697,206194,7,4145.97411168691,10637.8417276438,4710618471.93167,10640,3930,3.61998,375.43585,165.09677,2.42725,251.73575,110.70003,0.95032,98.55968,43.34132,119.91725,115.16014,82.41221,82.18876,82.63283,6.74796,6.56377,6.95045,NA,NA,NA,NA,440,0.409,8.45,7.85,8.15,0.9461,0.9416,0.9509,0.6498,0.5139,0.5884,16.46033,1570.73641,690.72654,28.22603,1184.45155,2693.48441,128.19209,5379.33725,12232.80178,47,82.5550003051758,86.2241973876953,79.1753997802734,82.66946,41.69996,82.52357,36.35775,1.77342,2.02793,11.39382,NA,206702,102726,103976,585000,563000,1148000,26.59621,17.55338,15.54522
"Ethiopia",4.73792,96.0853,81.45238,54.1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.99047,55.21026,8322339,8511856,15489919,7674403,7815516,16834195,8,772.313530261357,2022.13796136605,84355604752.5299,2010,790,1.30069,1906.33442,723.34028,0.85941,1259.57736,477.93453,2.2672,3322.89207,1260.83948,105.76165,100.97149,34.93947,34.24992,35.61357,8.10532,5.26314,10.892,0.383,0.386,356,363,359,0.385,7.56,8.13,7.85,0.9415,0.9355,0.9479,0.8115,0.7596,0.7858,7.87686,117.68915,44.65602,16.76439,95.04178,250.47883,266.22747,1329.89026,3641.23074,18.61805145,93.5944976806641,95.8309020996094,87.8311004638672,87.73222,30.8138,84.62346,31.30377,4.95433,6.61975,NA,NA,21855032,10813500,11041532,56010000,56069000,112079000,55.06929,31.22114,40.35064
"Euro area",5.28161978721619,102.45153,97.64662,95.45505,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.44077,94.51854,8786333,9280859,25961266,12596496,13364770,18067192,NA,39927.6175863294,46207.3235069981,13646587749131,46544.077444872,38774.4862123343,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.86917,102.66606,108.41076,107.96942,108.82673,73.57291,79.59399,67.86687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.784265791303,76.4900940849463,77.3155736100945,75.8608448768769,97.26098,90.60507,97.44854,90.22215,13.89239,16.89972,NA,NA,40230163,19534399,20695764,174620000,167266000,341888000,13.203,NA,11.42415
"Europe & Central Asia",5.12325000762939,100.1911,94.86631,97.20955,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.68131,96.76127,25208717,26597652,75058007,36531957,38526050,51806369,NA,25107.2744154631,34702.5547227272,23068402795298.5,34469.6971931297,24328.6522444637,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.50882,100.35422,105.12237,104.41022,105.79766,70.13682,74.88606,65.61242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6900882575112,75.7629235798354,79.2547035652789,72.8278197251876,94.88287,89.92563,94.87481,89.98414,8.80505,14.82187,NA,NA,116956285,56919159,60037126,473256000,445429000,920901000,14.86965,NA,11.08115
"Europe & Central Asia (excluding high income)",3.90388011932373,97.34681,91.67335,96.83682,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.07086,96.61542,11326718,11964246,37952210,18491804,19460406,23290964,NA,8163.51710520999,21931.7244501372,3410695054029.32,21369.622472296,7804.19489996088,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7076,97.53214,98.80405,97.52831,100.01629,70.12279,71.818,68.50473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4863910014852,71.9480443005733,78.6421281999904,65.9479896806844,91.95718,88.08639,91.81915,88.51419,1.7337,3.46613,NA,NA,58669577,28574328,30095249,217612000,199943000,419413000,18.39211,NA,10.48524
"Europe & Central Asia (IDA & IBRD countries)",NA,97.59565,92.00484,97.44599,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.75418,97.15439,12555226,13257408,40421003,19699436,20721567,25812634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.92102,97.76276,99.3929,98.11138,100.6112,69.91067,72.66317,67.28274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.29252,88.43456,92.15259,88.81475,2.10327,3.90994,NA,NA,62785278,30580640,32204638,NA,NA,NA,17.06837,NA,10.3459
"European Union",5.26879978179932,101.78404,96.89752,97.26261,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.94888,96.60943,14090476,14856036,38257014,18596237,19660777,28946512,NA,35438.4878999948,35501.7239203124,17958073311154.8,35461.2974122281,35551.3072144006,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.10092,101.94667,110.62694,110.55478,110.69519,69.35226,76.94819,62.13943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.4976231672564,NA,NA,NA,96.70363,91.46641,96.79802,91.13372,14.10376,24.38763,NA,NA,59601705,28981356,30620349,259100238,247639027,506739265,13.29708,NA,11.79284
"Faroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,55822.9147203438,NA,2689157270.82312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.58195894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49000,NA,NA,NA
"Fiji",3.88289,105.2167,98.4174,107.01842,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.3197,107.68201,51084,53387,107856,52514,55342,104471,NA,6266.96796528074,10879.4784622426,5536759658.87012,10140,5860,1.49894,107.21173,62.80792,0.66539,43.20653,25.11518,0.8761,62.66261,36.70968,107.60038,106.43889,89.88189,94.34458,85.66498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35277,1020.70441,597.95994,5.69328,248.87948,428.15621,NA,NA,NA,49.96637301,80.7330017089844,90.1343994140625,70.2572021484375,99.02261,84.52339,96.76212,80.44146,0.94709,NA,NA,NA,NA,NA,NA,439000,451000,890000,27.99728,NA,19.2926
"Finland",6.89735,99.89141,98.75032,101.49832,507.301361818144,510.40571203763,504.312432262085,520.078748316689,546.341708143057,494.792253139085,521.88456314354,534.042623716987,510.178542874232,101.12367,101.85686,181585,189831,354271,172876,181395,371416,10,50152.3401411303,48416.93602994,276743120515.764,48580,48280,1.41473,3399.72307,3381.33321,2.54841,6124.06453,6090.93809,1.8307,4399.33715,4375.54015,100.40656,100.15464,153.96358,161.51197,146.77394,88.19783,95.7475,80.95853,0.784,0.848,558,538,548,0.814,13.76,13.73,13.75,0.9977,0.9975,0.998,0.9594,0.8987,0.9283,21.50883,9405.8016,9354.92352,24.75238,10765.65594,10824.2065,33.93205,14758.21075,14838.47538,88.88996,73.7761993408203,74.1700973510742,73.4786987304688,98.51376,96.1047,98.62944,95.82859,1.78466,14.85879,47.25914,NA,605598,295998,309600,2805000,2727000,5533000,13.66688,19.84342,13.57979
"Fragile and conflict affected situations",NA,93.89675,73.03517,70.16754,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.91185,74.31718,38750156,39717519,68237207,33766143,34471064,78467675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.57681,98.79645,47.4289,42.38706,52.36763,12.47639,11.2431,13.6946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.92359,37.62826,77.02801,41.39649,15.66283,17.49664,NA,NA,84479884,41671045,42808839,NA,NA,NA,30.49175,NA,19.02135
"France",NA,102.21654,99.11794,NA,495.407581444032,492.184622751844,498.544845511855,492.606481334553,505.223674818828,480.324763963823,492.977076058355,493.459970210797,492.507021484993,NA,NA,2042859,2134584,5861591,2861874,2999717,4177443,10,41463.6440227034,45342.3957360832,2777535239277.98,46360,41080,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.79196,102.51076,103.76003,104.07826,103.45674,65.629,72.78425,58.72575,NA,NA,508,504,506,0.765,NA,NA,13.96,0.9958,0.9954,0.9962,0.9519,0.8998,0.9256,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.04353422,76.5961990356445,78.299201965332,75.1517028808594,98.53893,94.66595,98.92727,94.0351,14.93839,25.21068,21.12158,NA,8338502,4076247,4262255,34679000,32532000,67211000,18.1766,21.28925,12.9392
"French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.70389531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138000,141000,279000,NA,NA,NA
"Gabon",2.66667,137.68581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123863,126166,281095,139543,141552,250029,10,7952.52589277651,17875.7611482905,16853589311.4139,16700,6830,0.77961,257.71994,141.73165,0.7717,255.10409,140.29308,1.00869,333.4478,183.37776,142.14775,139.93363,NA,NA,NA,NA,NA,NA,0.439,0.468,454,458,456,0.453,8.54,7.93,8.26,0.9517,0.9472,0.9565,0.7955,0.752,0.7725,4.71526,754.96684,509.03639,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,43.85839,NA,NA,NA,440767,218529,222238,1066000,1106000,2173000,24.53098,NA,NA
